wialon_id,nm,cls,mu,pos_t,pos_y,pos_x,registration_plate,payload_json
28991366,BPA_Daewoo BH-120F GDW 744AD12,2,0,1768798544,49.638931,59.181488,744AD12,"{""id"": 28991366, ""mu"": 0, ""nm"": ""BPA_Daewoo BH-120F GDW 744AD12"", ""cfl"": 1811, ""cls"": 2, ""cnm"": 432574, ""pos"": {""c"": 98, ""f"": 7, ""s"": 34, ""t"": 1768798544, ""x"": 59.181488, ""y"": 49.638931, ""z"": -7, ""lc"": 0, ""sc"": 15}, ""cneh"": 3020.135, ""cnkb"": 98643, ""uacl"": 4178867978239, ""pflds"": {""3"": {""n"": ""model"", ""v"": ""Daewoo BH 120F"", ""ct"": 1738400664, ""id"": 3, ""mt"": 1751608659}, ""4"": {""n"": ""registration_plate"", ""v"": ""744AD12"", ""ct"": 1738400664, ""id"": 4, ""mt"": 1752212365}}, ""cnm_km"": 432574, ""pfldsmax"": 0}"
26454911,BPA_Hyundai County 091ZZ12,2,0,1768798545,49.569965,59.762653,091ZZ12,"{""id"": 26454911, ""mu"": 0, ""nm"": ""BPA_Hyundai County 091ZZ12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 406140, ""pos"": {""c"": 276, ""f"": 7, ""s"": 91, ""t"": 1768798545, ""x"": 59.762653, ""y"": 49.569965, ""z"": -3, ""lc"": 0, ""sc"": 15}, ""cneh"": 12604.0944444, ""cnkb"": 451651, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""091ZZ12"", ""ct"": 1738299252, ""id"": 1, ""mt"": 1752212498}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738299252, ""id"": 3, ""mt"": 1751609729}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738299252, ""id"": 4, ""mt"": 1738299252}}, ""cnm_km"": 406140, ""pfldsmax"": 0}"
26454950,BPA_Hyundai County 622TL12,2,0,1768798514,49.525655,60.252485,622TL12,"{""id"": 26454950, ""mu"": 0, ""nm"": ""BPA_Hyundai County 622TL12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 381717, ""pos"": {""c"": 259, ""f"": 5, ""s"": 3, ""t"": 1768798514, ""x"": 60.252485, ""y"": 49.525655, ""z"": 157, ""lc"": 0, ""sc"": 15}, ""cneh"": 1055488.25528, ""cnkb"": 300285, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""622TL12"", ""ct"": 1675235033, ""id"": 1, ""mt"": 1752212443}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298537, ""id"": 3, ""mt"": 1751609793}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738298537, ""id"": 4, ""mt"": 1738298537}}, ""cnm_km"": 381717, ""pfldsmax"": 0}"
26454963,BPA_Hyundai County 711 LA12,2,0,1768781058,49.65259,59.180838,711 LA12,"{""id"": 26454963, ""mu"": 0, ""nm"": ""BPA_Hyundai County 711 LA12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 384327, ""pos"": {""c"": 0, ""f"": 7, ""s"": 0, ""t"": 1768781058, ""x"": 59.180838, ""y"": 49.65259, ""z"": -6, ""lc"": 0, ""sc"": 15}, ""cneh"": 1055875.37056, ""cnkb"": 398135, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""711 LA12"", ""ct"": 1738298498, ""id"": 1, ""mt"": 1752212575}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298498, ""id"": 3, ""mt"": 1751609804}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738298498, ""id"": 4, ""mt"": 1738298498}}, ""cnm_km"": 384327, ""pfldsmax"": 0}"
26454971,BPA_Hyundai County 809 EC12,2,0,1768797465,49.652848,59.182695,809 EC12,"{""id"": 26454971, ""mu"": 0, ""nm"": ""BPA_Hyundai County 809 EC12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 464932, ""pos"": {""c"": 109, ""f"": 7, ""s"": 4, ""t"": 1768797465, ""x"": 59.182695, ""y"": 49.652848, ""z"": 19, ""lc"": 0, ""sc"": 11}, ""cneh"": 28120.9491667, ""cnkb"": 331472, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""809 EC12"", ""ct"": 1738298580, ""id"": 1, ""mt"": 1752212593}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298580, ""id"": 3, ""mt"": 1751609816}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738298580, ""id"": 4, ""mt"": 1738298580}}, ""cnm_km"": 464932, ""pfldsmax"": 0}"
26455003,BPA_Hyundai County 029 TR12,2,0,1768798542,49.671805,59.20236,029 TR12,"{""id"": 26455003, ""mu"": 0, ""nm"": ""BPA_Hyundai County 029 TR12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 444858, ""pos"": {""c"": 262, ""f"": 5, ""s"": 56, ""t"": 1768798542, ""x"": 59.20236, ""y"": 49.671805, ""z"": -3, ""lc"": 0, ""sc"": 15}, ""cneh"": 1057960.67861, ""cnkb"": 386897, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""029 TR12"", ""ct"": 1738298612, ""id"": 1, ""mt"": 1752212625}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298612, ""id"": 3, ""mt"": 1751609839}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738298612, ""id"": 4, ""mt"": 1738298612}}, ""cnm_km"": 444858, ""pfldsmax"": 0}"
26455112,BPA_Hyundai County 045 MQ12,2,0,1768798542,49.669111,59.148223,045 MQ12,"{""id"": 26455112, ""mu"": 0, ""nm"": ""BPA_Hyundai County 045 MQ12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 444716, ""pos"": {""c"": 1, ""f"": 7, ""s"": 0, ""t"": 1768798542, ""x"": 59.148223, ""y"": 49.669111, ""z"": 25, ""lc"": 0, ""sc"": 15}, ""cneh"": 1061617.78472, ""cnkb"": 500805, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""045 MQ12"", ""ct"": 1738298641, ""id"": 1, ""mt"": 1752213919}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298641, ""id"": 3, ""mt"": 1751609897}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738298641, ""id"": 4, ""mt"": 1738298641}}, ""cnm_km"": 444716, ""pfldsmax"": 0}"
29835360,ОТК_255 OG|12 YUTONG,2,0,1768798528,49.65324,59.182245,,"{""id"": 29835360, ""mu"": 0, ""nm"": ""ОТК_255 OG|12 YUTONG"", ""cfl"": 1811, ""cls"": 2, ""cnm"": 498, ""pos"": {""c"": 0, ""f"": 7, ""s"": 0, ""t"": 1768798528, ""x"": 59.182245, ""y"": 49.65324, ""z"": -1, ""lc"": 0, ""sc"": 15}, ""cneh"": 15.855, ""cnkb"": 4084, ""uacl"": 4178867978239, ""pflds"": {}, ""cnm_km"": 498, ""pfldsmax"": 0}"
26454902,BPA_Hyundai County KZ 124 JV12,2,0,1768798497,49.653026,59.180941,KZ 124 JV12,"{""id"": 26454902, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ 124 JV12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 444772, ""pos"": {""c"": 323, ""f"": 7, ""s"": 0, ""t"": 1768798497, ""x"": 59.180941, ""y"": 49.653026, ""z"": -18, ""lc"": 0, ""sc"": 9}, ""cneh"": 172289.874722, ""cnkb"": 469866, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738298761, ""id"": 1, ""mt"": 1738298761}, ""2"": {""n"": ""registration_plate"", ""v"": ""KZ 124 JV12"", ""ct"": 1738298761, ""id"": 2, ""mt"": 1752212476}, ""4"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298761, ""id"": 4, ""mt"": 1751609603}}, ""cnm_km"": 444772, ""pfldsmax"": 0}"
26454919,BPA_Hyundai County kz586JN12,2,0,1768798520,49.65337,59.182141,kz586JN12,"{""id"": 26454919, ""mu"": 0, ""nm"": ""BPA_Hyundai County kz586JN12"", ""cfl"": 1811, ""cls"": 2, ""cnm"": 414868, ""pos"": {""c"": 138, ""f"": 7, ""s"": 0, ""t"": 1768798520, ""x"": 59.182141, ""y"": 49.65337, ""z"": -16, ""lc"": 0, ""sc"": 15}, ""cneh"": 16109.9011111, ""cnkb"": 417189, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""kz586JN12"", ""ct"": 1738299075, ""id"": 1, ""mt"": 1752212517}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738299075, ""id"": 3, ""mt"": 1751609745}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738299075, ""id"": 4, ""mt"": 1738299075}}, ""cnm_km"": 414868, ""pfldsmax"": 0}"
26454928,BPA_Hyundai County KZ203TU12,2,0,1768798546,49.653565,59.182145,KZ203TU12,"{""id"": 26454928, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ203TU12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 420266, ""pos"": {""c"": 0, ""f"": 5, ""s"": 0, ""t"": 1768798546, ""x"": 59.182145, ""y"": 49.653565, ""z"": -3, ""lc"": 0, ""sc"": 15}, ""cneh"": 13778.7080556, ""cnkb"": 425526, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ203TU12"", ""ct"": 1738300753, ""id"": 1, ""mt"": 1752212539}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738300753, ""id"": 3, ""mt"": 1751609758}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738300753, ""id"": 4, ""mt"": 1738300753}}, ""cnm_km"": 420266, ""pfldsmax"": 0}"
26454934,BPA_Hyundai County KZ170IE12,2,0,1768798530,49.65296,59.181413,KZ170IE12,"{""id"": 26454934, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ170IE12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 435223, ""pos"": {""c"": 0, ""f"": 5, ""s"": 0, ""t"": 1768798530, ""x"": 59.181413, ""y"": 49.65296, ""z"": 2, ""lc"": 0, ""sc"": 15}, ""cneh"": 8057.60527778, ""cnkb"": 419640, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ170IE12"", ""ct"": 1738300665, ""id"": 1, ""mt"": 1752212708}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738300665, ""id"": 3, ""mt"": 1751609770}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738300665, ""id"": 4, ""mt"": 1738300665}}, ""cnm_km"": 435223, ""pfldsmax"": 0}"
26454940,BPA_Hyundai County KZ606DM12,2,0,1768798520,49.65299,59.181355,KZ606DM12,"{""id"": 26454940, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ606DM12"", ""cfl"": 1811, ""cls"": 2, ""cnm"": 644569, ""pos"": {""c"": 125, ""f"": 7, ""s"": 0, ""t"": 1768798520, ""x"": 59.181355, ""y"": 49.65299, ""z"": -17, ""lc"": 0, ""sc"": 15}, ""cneh"": 172877.401944, ""cnkb"": 431915, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ606DM12"", ""ct"": 1738299213, ""id"": 1, ""mt"": 1752212558}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738299213, ""id"": 3, ""mt"": 1751609781}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738299213, ""id"": 4, ""mt"": 1738299213}}, ""cnm_km"": 644569, ""pfldsmax"": 0}"
26454977,BPA_Hyundai County KZ784PO12,2,0,1768798499,49.652851,59.181283,KZ784PO12,"{""id"": 26454977, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ784PO12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 394501, ""pos"": {""c"": 37, ""f"": 7, ""s"": 0, ""t"": 1768798499, ""x"": 59.181283, ""y"": 49.652851, ""z"": -3, ""lc"": 0, ""sc"": 15}, ""cneh"": 12392.7966667, ""cnkb"": 360234, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ784PO12"", ""ct"": 1738298705, ""id"": 1, ""mt"": 1752212608}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298705, ""id"": 3, ""mt"": 1751609826}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738298705, ""id"": 4, ""mt"": 1738298705}}, ""cnm_km"": 394501, ""pfldsmax"": 0}"
26455015,BPA_Hyundai County KZ692HC12,2,0,1768798506,49.652998,59.18153,KZ692HC12,"{""id"": 26455015, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ692HC12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 429930, ""pos"": {""c"": 0, ""f"": 5, ""s"": 0, ""t"": 1768798506, ""x"": 59.18153, ""y"": 49.652998, ""z"": 10, ""lc"": 0, ""sc"": 15}, ""cneh"": 17435.9736111, ""cnkb"": 312844, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738299039, ""id"": 1, ""mt"": 1738299039}, ""2"": {""n"": ""registration_plate"", ""v"": ""KZ692HC12"", ""ct"": 1738299039, ""id"": 2, ""mt"": 1752212639}, ""4"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738299039, ""id"": 4, ""mt"": 1751609849}}, ""cnm_km"": 429930, ""pfldsmax"": 0}"
26455028,BPA_Hyundai County KZ332WO12,2,0,1768798514,49.653186,59.181705,KZ332WO12,"{""id"": 26455028, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ332WO12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 660684, ""pos"": {""c"": 358, ""f"": 5, ""s"": 0, ""t"": 1768798514, ""x"": 59.181705, ""y"": 49.653186, ""z"": 7, ""lc"": 0, ""sc"": 12}, ""cneh"": 35666.9541667, ""cnkb"": 430600, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ332WO12"", ""ct"": 1738300722, ""id"": 1, ""mt"": 1752212679}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738300722, ""id"": 3, ""mt"": 1751609863}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738300723, ""id"": 4, ""mt"": 1738300723}}, ""cnm_km"": 660684, ""pfldsmax"": 0}"
29832842,ОТК_336 WR|12 YUTONG,2,0,1768798534,49.650203,59.171201,,"{""id"": 29832842, ""mu"": 0, ""nm"": ""ОТК_336 WR|12 YUTONG"", ""cfl"": 1811, ""cls"": 2, ""cnm"": 562, ""pos"": {""c"": 52, ""f"": 7, ""s"": 0, ""t"": 1768798534, ""x"": 59.171201, ""y"": 49.650203, ""z"": -17, ""lc"": 0, ""sc"": 15}, ""cneh"": 37.3447222222, ""cnkb"": 4276, ""uacl"": 4178867978239, ""pflds"": {}, ""cnm_km"": 562, ""pfldsmax"": 0}"
26455038,BPA_Hyundai County KZ293 PO12,2,0,1768798540,49.652725,59.182535,KZ293 PO12,"{""id"": 26455038, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ293 PO12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 459646, ""pos"": {""c"": 8, ""f"": 7, ""s"": 0, ""t"": 1768798540, ""x"": 59.182535, ""y"": 49.652725, ""z"": -18, ""lc"": 0, ""sc"": 15}, ""cneh"": 16447.8108333, ""cnkb"": 451843, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ293 PO12"", ""ct"": 1738300695, ""id"": 1, ""mt"": 1752212724}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738300695, ""id"": 3, ""mt"": 1751609875}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738300695, ""id"": 4, ""mt"": 1738300695}}, ""cnm_km"": 459646, ""pfldsmax"": 0}"
26455107,BPA_Hyundai County KZ272AF12,2,0,1768798535,49.652988,59.182445,KZ272AF12,"{""id"": 26455107, ""mu"": 0, ""nm"": ""BPA_Hyundai County KZ272AF12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 651695, ""pos"": {""c"": 312, ""f"": 7, ""s"": 5, ""t"": 1768798535, ""x"": 59.182445, ""y"": 49.652988, ""z"": -12, ""lc"": 0, ""sc"": 15}, ""cneh"": 174800.995556, ""cnkb"": 429168, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""KZ272AF12"", ""ct"": 1738298676, ""id"": 1, ""mt"": 1752212693}, ""3"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738298676, ""id"": 3, ""mt"": 1751609887}, ""4"": {""n"": ""color"", ""v"": ""Galileosky 7x"", ""ct"": 1738298676, ""id"": 4, ""mt"": 1738298676}}, ""cnm_km"": 651695, ""pfldsmax"": 0}"
26455134,BPA_Hyundai County kz743 OB12,2,0,1768798531,51.346495,59.905135,743 OB | 12,"{""id"": 26455134, ""mu"": 0, ""nm"": ""BPA_Hyundai County kz743 OB12"", ""cfl"": 1808, ""cls"": 2, ""cnm"": 465267, ""pos"": {""c"": 163, ""f"": 5, ""s"": 0, ""t"": 1768798531, ""x"": 59.905135, ""y"": 51.346495, ""z"": -32, ""lc"": 0, ""sc"": 15}, ""cneh"": 177076.358611, ""cnkb"": 337302, ""uacl"": 4178867978239, ""pflds"": {""1"": {""n"": ""registration_plate"", ""v"": ""743 OB | 12"", ""ct"": 1675235709, ""id"": 1, ""mt"": 1738299109}, ""3"": {""n"": ""color"", ""v"": ""Galileosky 5.0"", ""ct"": 1738299109, ""id"": 3, ""mt"": 1738299109}, ""4"": {""n"": ""model"", ""v"": ""Hyundai Countу"", ""ct"": 1738299109, ""id"": 4, ""mt"": 1751609919}}, ""cnm_km"": 465267, ""pfldsmax"": 0}"
