id,node_id,lon,lat
788,537,55.55791654,46.65901460
789,538,55.55832259,46.66201333
790,539,55.55871467,46.66509208
791,540,55.55909610,46.66797757
792,541,55.55940464,46.67024736
793,542,55.55960194,46.67164149
794,543,55.55989567,46.67398063
795,544,55.56030856,46.67703573
796,545,55.56070607,46.68003935
797,546,55.56108514,46.68299516
798,547,55.56147996,46.68603518
799,548,55.56189596,46.68911127
800,549,55.56227276,46.69189364
801,550,55.56268793,46.69506656
802,553,55.56247675,46.69367063
803,551,55.56354530,46.69745246
804,552,55.56150509,46.69741838
805,917,55.55770578,46.69799615
806,918,55.55642031,46.69662631
807,1087,55.56635996,46.69925141
808,1088,55.56570724,46.69977235
809,1089,55.56383000,46.70167221
810,1090,55.57012196,46.69907131
811,1091,55.57306036,46.69876062
812,566,55.19538426,46.68570194
813,567,55.19787331,46.68618294
814,568,55.20094391,46.68675852
815,753,55.19406857,46.68802939
816,754,55.19253130,46.68955902
817,569,55.20381477,46.68727427
818,755,55.19104172,46.69105773
819,1288,55.18817892,46.68988389
820,1720,55.18606489,46.68706337
821,570,55.20706602,46.68785440
822,746,55.20523494,46.68754450
823,571,55.21006084,46.68838666
824,572,55.21295609,46.68889613
825,1351,55.21259088,46.68617412
826,573,55.21600629,46.68945572
827,1352,55.21396743,46.68371929
828,574,55.21900717,46.68999733
829,575,55.22121303,46.69031326
830,576,55.22254816,46.69075302
831,1225,55.21848514,46.69425443
832,1353,55.21485813,46.68207600
833,577,55.22506555,46.69105733
834,1226,55.21606817,46.69576717
835,1341,55.22426040,46.68798460
836,578,55.22788069,46.69096906
837,1342,55.22478826,46.68572052
838,579,55.23006678,46.69059936
839,1343,55.22546069,46.68399225
840,580,55.23155070,46.69032227
841,581,55.23404485,46.68987567
842,582,55.23702915,46.68939026
843,1287,55.23941970,46.69097952
844,4437,55.23809243,46.69073248
845,583,55.23986192,46.68895142
846,584,55.24295280,46.68842100
847,886,55.23982084,46.68598252
848,1286,55.24242295,46.69272068
849,585,55.24595923,46.68804358
850,885,55.23978078,46.68295948
851,1285,55.24395246,46.69402075
852,586,55.24884181,46.68768968
853,4090,55.24290254,46.68303415
854,587,55.25204094,46.68728385
855,1069,55.25027060,46.68746520
856,4088,55.24919231,46.68298808
857,4089,55.24604031,46.68300981
858,588,55.25498368,46.68691806
859,4087,55.25212357,46.68296836
