id,uwi,latitude,longitude,well_name
496,JET_0001,46.53896000,56.21038000,G_1
497,JET_0001Т,,,#Н/Д
498,JET_0003В,46.57122236,56.06861474,#Н/Д
499,JET_0004,46.55977000,56.22214000,#Н/Д
500,JET_0004В,46.57117219,56.06873380,#Н/Д
501,JET_0005,46.52162000,56.11034000,#Н/Д
502,JET_0006,46.54609000,56.12678000,#Н/Д
503,JET_0007,46.54073000,56.18352000,#Н/Д
504,JET_0007В,46.55388251,56.07927520,#Н/Д
505,JET_0008,46.52776000,56.25733000,#Н/Д
506,JET_0008А,,,#Н/Д
508,JET_0008В,46.55370750,56.07932777,#Н/Д
509,JET_0011,46.56226000,56.13766000,#Н/Д
510,JET_0011В,46.53735683,56.08941442,#Н/Д
511,JET_0012,46.55785203,56.17748842,12/3 доб.
512,JET_0012В,46.53728503,56.08949664,#Н/Д
513,JET_0013,46.52693000,56.15916000,13/20
514,JET_0014,46.55452000,56.04777000,#Н/Д
515,JET_0016,46.57808000,56.06401000,#Н/Д
516,JET_0017,46.54263000,56.16824000,#Н/Д
517,JET_0018,46.58312000,56.01868000,#Н/Д
518,JET_0020,46.51866000,56.18958000,#Н/Д
519,JET_0021,46.53927000,56.20543000,#Н/Д
520,JET_0022,46.59172000,56.00462000,#Н/Д
521,JET_0023,46.53137000,56.19709000,G_23/17
522,JET_0025,46.53723000,56.20960000,#Н/Д
523,JET_0026,46.53989000,56.26362000,#Н/Д
524,JET_0027,46.51041000,56.24884000,#Н/Д
525,JET_0028,46.55181000,56.07677000,#Н/Д
526,JET_0030,46.54700000,56.21506000,#Н/Д
527,JET_0033,46.53470000,56.17507000,#Н/Д
528,JET_0034,46.51567000,56.16393000,#Н/Д
529,JET_0036,46.55643000,56.09401000,#Н/Д
530,JET_0037,46.53806000,56.09455000,#Н/Д
531,JET_0038,46.55056000,56.23160000,#Н/Д
532,JET_0040,46.51709000,56.21187000,#Н/Д
533,JET_0041,46.55547000,56.14857000,#Н/Д
534,JET_0042,46.52316000,56.13757000,#Н/Д
535,JET_0045,46.57573000,56.04831000,#Н/Д
536,JET_0046,46.55993000,56.04796000,#Н/Д
537,JET_0048,46.53229000,56.16766000,#Н/Д
538,JET_0049,46.55494461,56.16494729,49/3 доб.
539,JET_0050,46.53847000,56.15485000,#Н/Д
540,JET_0051,46.52611000,56.14728000,#Н/Д
541,JET_0053,46.53652000,56.24866000,#Н/Д
542,JET_0054,46.52680000,56.24508000,#Н/Д
543,JET_0056,46.56435000,56.12571000,#Н/Д
544,JET_0057,46.55338000,56.11811000,#Н/Д
545,JET_0058,46.53848000,56.10773000,#Н/Д
546,JET_0062,46.52724000,56.26659000,#Н/Д
547,JET_0063,46.55247000,56.10401000,63/8
548,JET_0064,46.54250000,56.11057000,#Н/Д
549,JET_0065,46.56837000,56.08811000,#Н/Д
550,JET_0066,46.54515000,56.22153000,#Н/Д
551,JET_0068,46.52716096,56.18741937,68/6 доб.
552,JET_0070,46.53327000,56.23384000,#Н/Д
553,JET_0071,46.51818000,56.22522000,71/5
554,JET_0072,46.55222000,56.13072000,72/21
555,JET_0073,46.54648000,56.18476000,#Н/Д
556,JET_0074,46.53290613,56.13986864,74/18 нагн.
557,JET_0081,46.56220000,56.11204000,#Н/Д
558,JET_0086,46.52856000,56.22414000,86/26 доб.
559,JET_0092,46.54424000,56.14833000,G_92/32 доб.
560,JET_0201,46.55699000,56.08324000,201/13
561,JET_0202,46.54549000,56.11472000,G_2020/20
562,JET_0203,46.56005000,56.10419000,G_203/11
563,JET_0204,46.55228000,56.15692000,G_204/11
564,JET_0205,46.52872000,56.16429000,205/20
565,JET_0206,46.55404555,56.19330438,G_206/9
566,JET_0207,46.53754201,56.21595876,#Н/Д
567,JET_0208,46.55019000,56.11635000,208/27.
568,JET_0209,46.54541972,56.16322954,#Н/Д
569,JET_0210,46.55517000,56.18398000,210/3 наг
570,JET_0211,46.54952000,56.20951000,211/9 доб.
571,JET_0212,46.53207000,56.18595000,G_2122/1 доб.
572,JET_0213,46.52339000,56.16608000,G_2131/26
573,JET_0214,46.55644000,56.11406000,G_214/23
574,JET_0215,46.53365000,56.13387000,G_2152/5 нагн.
575,JET_0216,46.54592000,56.17584000,#Н/Д
576,JET_0217,46.53577000,56.19515000,217/19 доб.
577,JET_0218,46.54151000,56.22501000,#Н/Д
578,JET_0219,46.53165416,56.19909529,G_219
579,JET_0220,46.53932000,56.20856000,220/12
580,JET_0221,46.54398000,56.20898000,G_221/12  доб
581,JET_0222,46.54752000,56.20612000,G_222/9
582,JET_0223,46.54208000,56.20132000,G_223/9
583,JET_0224,46.53509000,56.19802000,#Н/Д
584,JET_0225,46.54356000,56.19425000,G_2252/15
585,JET_0226,46.54599000,56.19479000,G_226/19 доб.
586,JET_0227,46.54786000,56.18723000,#Н/Д
587,JET_0228,46.53864000,56.18613000,G_228/19
588,JET_0229,46.53862000,56.17724000,#Н/Д
589,JET_0230,46.53329000,56.17758000,230/6 доб
590,JET_0231,46.53979000,56.17886000,231/19доб.
591,JET_0232,46.54503000,56.17928000,232/3 доб
592,JET_0233,46.55002000,56.17906000,233/3
593,JET_0234,46.55473110,56.17455653,G_234/3
594,JET_0235,46.55162691,56.16932228,G_235/3
595,JET_0236,46.54558000,56.17216000,G_2360/19 нагн.
596,JET_0238,46.53637000,56.16658000,#Н/Д
597,JET_0239,46.52960001,56.16569153,239/20
598,JET_0240,46.53511254,56.16311555,240/20 доб
599,JET_0241,46.54620000,56.16504000,#Н/Д
600,JET_0242,46.55134000,56.16325000,G_242/11 доб.
601,JET_0243,46.55494000,56.16256000,243/11 нагн.
602,JET_0244,46.53531000,56.22828000,#Н/Д
603,JET_0245,46.53804000,56.21306000,G_245/12
604,JET_0246,46.52999000,56.21370000,#Н/Д
605,JET_0247,46.53295000,56.20574000,247/12
606,JET_0248,46.54302000,56.20621000,#Н/Д
607,JET_0249,46.55361000,56.19649000,249/9
608,JET_0250,46.53179000,56.19568000,G_250/17
609,JET_0251,46.53554000,56.18799000,G_251/19
610,JET_0252,46.54199903,56.18982506,G_252/19 нагн.
611,JET_0253,46.52671000,56.17128000,G_253/6
612,JET_0254,46.55386000,56.19068000,254/9
613,JET_0255,46.54674000,56.18901000,#Н/Д
614,JET_0256,46.54095000,56.18528000,256/19 - доб.
615,JET_0257,46.53058893,56.18558772,257/6 доб
616,JET_0258,46.54201000,56.17536000,G_2580/22
617,JET_0259,46.54819693,56.16957400,G_259/3
618,JET_0260,46.54360000,56.16956000,#Н/Д
619,JET_0261,46.53896000,56.16997000,G_261
620,JET_0262,46.54084000,56.16304000,G_262
621,JET_0264,46.54551000,56.15713000,G_264
622,JET_0265,46.54964000,56.15983000,#Н/Д
623,JET_0266,46.52720000,56.16723000,266/20
624,JET_0268,46.53269000,56.14264000,268/18 доб.
625,JET_0269,46.53979000,56.15764000,269/10 доб.
626,JET_0270,46.55146000,56.18877000,270/12
627,JET_0274,46.54086000,56.21900000,274/1
628,JET_0276,46.54178000,56.22376000,276/1 доб.
629,JET_0277,46.53460000,56.21653000,G_277/12
630,JET_0278,46.53348000,56.22011000,G_2781/15 нагн.
631,JET_0280,46.53790000,56.18512000,280/19 нагн.
632,JET_0281,46.53100000,56.22538000,281/28
633,JET_0283,46.54732000,56.18176000,G_2830/32. доб
634,JET_0284,46.54301736,56.17770452,284/19
635,JET_0285,46.54199000,56.12295000,G_2850/22
636,JET_0286,46.53678000,56.18118000,G_286/16
637,JET_0287,46.55120000,56.18630000,287/9 доб.
638,JET_0288,46.54832000,56.18455000,G_288/19
639,JET_0289,46.54447000,56.18462000,G_289/19
640,JET_0290,46.54448000,56.19055000,290/19
641,JET_0291,46.54884000,56.19593000,291/9 доб.
642,JET_0292,46.54011000,56.19501000,292/19
643,JET_0293,46.54154000,56.21216000,293/12
644,JET_0294,46.53833000,56.20438000,G_294/12
645,JET_0296,46.54401000,56.17347000,G_2960/12
646,JET_0299,46.53158000,56.17172000,299/6
647,JET_0300,46.54458000,56.09213000,#Н/Д
648,JET_0301,46.55550000,56.09566000,G_3013/26
649,JET_0302,46.55549000,56.10937000,302/23 доб.
650,JET_0303,46.55577000,56.12190000,#Н/Д
651,JET_0304,46.53541000,56.23099000,#Н/Д
652,JET_0305,46.54463000,56.21015000,#Н/Д
653,JET_0306,46.53987000,56.20242000,306/12
654,JET_0307,46.52993000,56.26245000,307/5
655,JET_0308,46.53239000,56.25591000,#Н/Д
656,JET_0309,46.52733000,56.25496000,G_309/5
657,JET_0310,46.54196000,56.21446000,#Н/Д
658,JET_0310Д,,,310Д/12
659,JET_0311,46.53926000,56.23151000,G_311/28 доб.
660,JET_0312,46.53587000,56.24843000,#Н/Д
661,JET_0313,46.52903000,56.21943000,313/26 доб.
662,JET_0314,46.52798000,56.22970000,G_314/26
663,JET_0315,46.55184000,56.21674000,G_315/9
664,JET_0316,46.52314000,56.23665000,G_316 Асар
665,JET_0317,46.53687000,56.24265000,G_317 / 28 Нагн
666,JET_0318,46.53238000,56.18126000,#Н/Д
667,JET_0319,46.54563000,56.16152000,#Н/Д
668,JET_0320,46.53472000,56.21281000,#Н/Д
669,JET_0321,46.54084000,56.15254000,G_3210/13
670,JET_0322,46.55752000,56.15488000,#Н/Д
671,JET_0323,46.55449000,56.14557000,G_323/14.доб
672,JET_0324,46.55391000,56.15388000,G_3249/14
673,JET_0325,46.53800000,56.18260000,G_325/19
674,JET_0326,46.53809000,56.14278000,G_3262/18
675,JET_0327,46.54839000,56.17646000,G_327/3
676,JET_0328,46.52288000,56.23140000,G_3289/20 доб.
677,JET_0329,46.55634000,56.19197000,G_329/9
678,JET_0330,46.53047530,56.20865050,330/17
679,JET_0331,46.53106000,56.24873000,G_3310/6
680,JET_0332,46.52508000,56.24712000,G_332/5 доб.
681,JET_0333,46.55074000,56.17683000,G_333/3
682,JET_0334,46.55199000,56.15916000,G_334/11
683,JET_0335,46.52290000,56.23988000,G_3355/12
684,JET_0336,46.53715000,56.23414000,G_336/28
685,JET_0337,46.53881000,56.23459000,G_3374/1
686,JET_0338,46.54808000,56.14058000,338/14 - доб.
687,JET_0339,46.54407000,56.22699000,G_339/1
688,JET_0340,46.52821000,56.24010000,#Н/Д
689,JET_0341,46.53982000,56.22748000,G_341/1
690,JET_0342,46.53496000,56.22644000,#Н/Д
691,JET_0343,46.52788000,56.22552000,#Н/Д
692,JET_0344,46.52243000,56.22469000,344/26
693,JET_0345,46.53355000,56.24121000,#Н/Д
694,JET_0347,46.52186000,56.21710000,#Н/Д
695,JET_0348,46.52950000,56.20338000,#Н/Д
696,JET_0349,46.55842000,56.19966000,G_3493
697,JET_0350,46.54141000,56.24218000,G_350/28наг.
698,JET_0351,46.53344000,56.21867000,351/1
699,JET_0352,46.53717000,56.21939000,#Н/Д
700,JET_0353,46.54186000,56.22007000,#Н/Д
701,JET_0354,46.54872000,56.22092000,G_354/33
702,JET_0355,46.53129000,56.24063000,#Н/Д
703,JET_0355Д,46.53260517,56.23969201,#Н/Д
704,JET_0356,46.52551000,56.20282000,#Н/Д
705,JET_0357,46.53105000,56.20357000,#Н/Д
706,JET_0358,46.53681000,56.20466000,#Н/Д
707,JET_0359,46.54182000,56.20542000,G_359/12
708,JET_0360,46.54075000,56.21254000,G_360/9
709,JET_0361,46.54456000,56.20603000,G_361/12
710,JET_0362,46.54994000,56.20620000,G_362/9. доб
711,JET_0363,46.54155000,56.15927000,363/10 доб.
712,JET_0364,46.55305000,56.19933000,G_364/9
713,JET_0365,46.51975000,56.20944000,#Н/Д
714,JET_0366,46.54754000,56.19862000,#Н/Д
715,JET_0367,46.54217000,56.19721000,367/19 доб.
716,JET_0368,46.53608000,56.19696000,#Н/Д
717,JET_0369,46.52864000,56.19578000,369/5
718,JET_0370,46.52456000,56.21169000,370/26
719,JET_0371,46.52944000,56.18789000,#Н/Д
720,JET_0372,46.53381000,56.18900000,#Н/Д
721,JET_0373,46.53860000,56.19006000,#Н/Д
722,JET_0374,46.54549000,56.19163000,374/19
723,JET_0375,46.53036000,56.21068000,#Н/Д
724,JET_0376,46.55037000,56.19223000,#Н/Д
725,JET_0377,46.55657000,56.17728000,G_377/3
726,JET_0378,46.55126000,56.17671000,G_378/3
727,JET_0379,46.54538000,56.17547000,G_379/3 доб
728,JET_0380,46.53846000,56.21187000,#Н/Д
729,JET_0381,46.54042875,56.17464758,381/3
730,JET_0382,46.52891000,56.17251000,#Н/Д
731,JET_0383,46.54720000,56.17840000,383/3
732,JET_0384,46.55850000,56.17009000,384/3 доб.
733,JET_0385,46.53643000,56.21139000,#Н/Д
734,JET_0386,46.53418000,56.16639000,#Н/Д
735,JET_0387,46.53907591,56.16726966,G_387/22
736,JET_0388,46.54465834,56.16794653,388/22
737,JET_0389,46.54955000,56.16872000,#Н/Д
738,JET_0390,46.54329000,56.21180000,#Н/Д
739,JET_0391,46.55565449,56.16995335,G_391/3
740,JET_0392,46.55886000,56.16249000,#Н/Д
741,JET_0393,46.55311000,56.16188000,#Н/Д
742,JET_0394,46.54786000,56.16202000,G_394/11
743,JET_0395,46.54656000,56.21351000,395/9 нагн.
744,JET_0396,46.54339000,56.16041000,G_396/22
745,JET_0397,46.53744000,56.15962000,G_397/10
746,JET_0398,46.53193000,56.15839000,#Н/Д
747,JET_0399,46.52762000,56.16026000,#Н/Д
748,JET_0400,46.52561000,56.23918000,#Н/Д
749,JET_0401,46.53663000,56.13680000,401/18
750,JET_0402,46.54299000,56.14498000,G_402/32
751,JET_0403,46.54922000,56.14637000,G_4030/9
752,JET_0404,46.55990000,56.14753000,G_4040/21 
753,JET_0405,46.51987000,56.23885000,#Н/Д
754,JET_0406,46.55713000,56.14008000,#Н/Д
755,JET_0407,46.55300000,56.13898000,#Н/Д
756,JET_0408,46.54676000,56.13871000,408/18
757,JET_0409,46.54171000,56.13764000,#Н/Д
758,JET_0410,46.52710000,56.18044000,410/6 доб.
759,JET_0412,46.53065000,56.14366000,G_4120/7
760,JET_0413,46.54343000,56.18142000,413/19
761,JET_0414,46.53938000,56.13017000,G_4142/6
762,JET_0415,46.53787000,56.18190000,G_415/19
763,JET_0416,46.54440000,56.13085000,G_416/15.доб
764,JET_0417,46.55013000,56.13170000,G_4170/13
765,JET_0418,46.55550000,56.13254000,G_4186/27 нагн.
766,JET_0419,46.55279000,56.12907000,#Н/Д
767,JET_0420,46.54316000,56.18278000,G_4206/22
768,JET_0422,46.55139000,56.11636000,G_4223/1
769,JET_0424,46.54899000,56.10930000,#Н/Д
770,JET_0425,46.54869000,56.18328000,G_4250/19
771,JET_0426,46.56267000,56.09129000,#Н/Д
772,JET_0428,46.56829000,56.10441000,#Н/Д
773,JET_0430,46.55332000,56.18454000,#Н/Д
774,JET_0431,46.55789296,56.10321448,G_431/16 доб.
775,JET_0432,46.55196000,56.10042000,G_432
776,JET_0433,46.55323000,56.08689000,433/13 доб.
777,JET_0434,46.55875000,56.08782000,434/13
778,JET_0435,46.55956000,56.18504000,#Н/Д
779,JET_0436,46.56367000,56.08866000,G_4362/10
780,JET_0437,46.56179000,56.08291000,437/13
781,JET_0438,46.56676000,56.08174000,438/16 доб.
782,JET_0439,46.56156000,56.08093000,G_439/13
783,JET_0440,46.54981000,56.18088000,440/3
784,JET_0441,46.56522000,56.07398000,G_4410/27
785,JET_0442,46.55974000,56.07331000,442/13
786,JET_0443,46.56618000,56.05899000,443/19
787,JET_0445,46.52393000,56.15072000,G_4453/12
788,JET_0446,46.53689000,56.20137000,G_446/12
789,JET_0447,46.53854000,56.22323000,G_447
790,JET_0448,46.53944000,56.19713000,#Н/Д
791,JET_0449,46.54834000,56.19092000,G_4490/16.Горизонтальная.
792,JET_0450,46.52998000,56.15131000,#Н/Д
793,JET_0451,46.54255000,56.18869000,#Н/Д
794,JET_0452,46.53336000,56.22669400,G_452/1 доб
795,JET_0453,46.55285000,56.16620000,G_453/3 доб.
796,JET_0454,46.54989000,56.17328000,G_4544/3
797,JET_0455,46.53477000,56.15192000,G_4550/1
798,JET_0456,46.55068000,56.16198000,G_456
799,JET_0457,46.54712000,56.16819000,G_457/22
800,JET_0458,46.54321000,56.17298000,G_458/22
801,JET_0459,46.54149939,56.16792268,G_459/22.доб
802,JET_0460,46.54618000,56.15360000,#Н/Д
803,JET_0461,46.52574000,56.21835000,461/26
804,JET_0462,46.55030000,56.19957000,G_462/9
805,JET_0463,46.53618000,56.22162000,463/1
806,JET_0464,46.53127000,56.22101000,#Н/Д
807,JET_0465,46.55097000,56.15417000,#Н/Д
808,JET_0466,46.54642000,56.20274000,#Н/Д
809,JET_0467,46.54277000,56.20226000,467/9
810,JET_0468,46.55167000,56.19578000,468/9
811,JET_0469,46.54466000,56.19601000,469/9 нагн.
812,JET_0470,46.55977000,56.15551000,#Н/Д
813,JET_0471,46.54010000,56.19275000,#Н/Д
814,JET_0472,46.53744000,56.19379000,G_472/19.доб
815,JET_0473,46.53430000,56.19364000,473/19
816,JET_0474,46.55304000,56.17202000,G_4740/2
817,JET_0476,46.53852000,56.17204000,G_476/22
818,JET_0477,46.54236000,56.16452000,477/12
819,JET_0477Д,46.54239636,56.16307107,G_477Д/22
820,JET_0478,46.53844000,56.16353000,478/22 доб.
821,JET_0479,46.53982000,56.21633000,#Н/Д
822,JET_0480,46.53717000,56.12256000,G_480/15 доб.
823,JET_0481,46.54025000,56.15983000,G_481/10
824,JET_0482,46.54071000,56.14143000,G_482/18
825,JET_0483,46.53020054,56.23503758,483/28 доб.
826,JET_0484,46.54349000,56.21673000,G_4840/1
827,JET_0485,46.54209000,56.12354000,#Н/Д
828,JET_0486,46.53439000,56.20555000,#Н/Д
829,JET_0487,46.54493000,56.19948000,G_487/6
830,JET_0488,46.53498000,56.20258000,G_488/12
831,JET_0489,46.54703000,56.17417000,#Н/Д
832,JET_0490,46.54771000,56.12387000,490/27 нагн.
833,JET_0491,46.54878000,56.16535000,491/31
834,JET_0492,46.54664000,56.14548000,492/32 нагн
835,JET_0493,46.54018000,56.14598000,G_4930/1
836,JET_0494,46.53536000,56.14569000,#Н/Д
837,JET_0495,46.55324851,56.12439176,495/29
838,JET_0496,46.55503000,56.14395000,G_496
839,JET_0497,46.55002000,56.14096000,G_497
840,JET_0498,46.53504000,56.14067000,G_498/18
841,JET_0499,46.55452334,56.13646553,499/2
842,JET_0500,46.55836000,56.12544000,500/2
843,JET_0500Д,46.55832779,56.12461119,500Д/21
844,JET_0501,46.55034000,56.13600000,G_501/14
845,JET_0502,46.54679000,56.13337000,G_502/14
846,JET_0503,46.54192000,56.13407000,G_5030/19
847,JET_0504,46.53545000,56.15186000,G_5045/19 наг
848,JET_0505,46.54678000,56.15191000,505/10 нагн.
849,JET_0506,46.55375000,56.10811000,506/25
850,JET_0507,46.56245000,56.08579000,G_5072/27
851,JET_0508,46.55945000,56.08366000,G_508/13 доб.
852,JET_0509,46.55818000,56.07933000,G_509/13
853,JET_0510,46.54989000,56.09472000,G_5103/9
854,JET_0511,46.56281000,56.07699000,511/13
855,JET_0512,46.53310000,56.24878000,G_5121/12
856,JET_0513,46.52954000,56.24834000,513/28 доб.
857,JET_0514,46.52753000,56.23449000,G_5140
858,JET_0515,46.56084000,56.09579000,G_5155
859,JET_0516,46.53864000,56.23044000,G_516/28
860,JET_0517,46.53785000,56.22709000,G_517/1
861,JET_0518,46.53543000,56.21998000,G_5185/26
862,JET_0518Д,46.53604065,56.22006323,G_518Д/1
863,JET_0519,46.54320000,56.22309000,519/1
864,JET_0520,46.56624000,56.09653000,520/16 нагн.
865,JET_0521,46.54018000,56.22082000,521/1 нагн
866,JET_0522,46.54113000,56.22891000,G_5222/17
867,JET_0523,46.54693000,56.12900000,523/15 доб.
868,JET_0524,46.52569000,56.22545000,G_5246/9
869,JET_0526,46.53561000,56.20052000,526/12
870,JET_0527,46.53988000,56.20617000,G_527/12.доб
871,JET_0528,46.54793000,56.19328000,G_5281/18
872,JET_0529,46.54152000,56.18849000,#Н/Д
873,JET_0530,46.54881000,56.18426000,G_5302
874,JET_0532,46.53172000,56.18963000,532/6 (нагн.)
875,JET_0533,46.52895000,56.17038000,G_5331/2. нагн
876,JET_0535,46.56294000,56.06638000,535/24
877,JET_0536,46.54914000,56.17302000,G_536/3
878,JET_0537,46.55520000,56.16781000,537/3 доб
879,JET_0538,46.55119000,56.16783000,538/22
880,JET_0539,46.53438000,56.15871000,G_539/20
881,JET_0540,46.53892000,56.20936000,G_540/12 нагн.
882,JET_0541,46.54445000,56.21997000,G_541/1
883,JET_0542,46.52654000,56.15738000,G_542/20
884,JET_0543,46.53085000,56.14681000,G_543/7
885,JET_0544,46.53927000,56.13787000,G_5440
886,JET_0545,46.52243000,56.20978000,545/26
887,JET_0546,46.54452000,56.13902000,G_546/32
888,JET_0547,46.53620000,56.12985000,547/15 доб
889,JET_0548,46.54841000,56.11660000,G_5482/13
890,JET_0549,46.55028000,56.10461000,G_549/8
891,JET_0550,46.52746000,56.21044000,550/17
892,JET_0551,46.55067000,56.20326000,G_551/9
893,JET_0554,46.53207000,56.16200000,G_554/20
894,JET_0555,46.53274000,56.21111000,G_555/12 доб.
895,JET_0556,46.55267000,56.13429000,556/21 доб.
896,JET_0559,46.52926000,56.15867000,G_5593/34
897,JET_0560,46.54937000,56.21359000,G_560/19
898,JET_0565,46.52985000,56.18018000,G_5650
899,JET_0570,46.53540000,56.18228000,G_5700/16
900,JET_0575,46.54110000,56.18245000,G_5750
901,JET_0580,46.55149000,56.18352000,G_5800/8.доб
902,JET_0585,46.55679000,56.18466000,#Н/Д
903,JET_0590,46.53235000,56.18402000,#Н/Д
904,JET_0591,46.54413000,56.14533000,#Н/Д
905,JET_0595,46.52695000,56.15052000,#Н/Д
906,JET_0600,46.53252000,56.15145000,#Н/Д
907,JET_0605,46.53778000,56.15207000,605/7
908,JET_0610,46.54472000,56.15328000,G_610/10.доб
909,JET_0615,46.54857000,56.15398000,#Н/Д
910,JET_0620,46.54326000,56.15075000,G_620/10
911,JET_0625,46.55063000,56.12427000,#Н/Д
912,JET_0630,46.54527000,56.12252000,#Н/Д
913,JET_0635,46.53955000,56.12239000,#Н/Д
914,JET_0640,46.55875000,56.09552000,#Н/Д
915,JET_0645,46.54056000,56.15088000,G_645/10
916,JET_0650,46.55303000,56.09463000,G_650/25
917,JET_0655,46.56525000,56.06579000,655/13
918,JET_0660,46.56001000,56.06506000,G_660/13 доб.
919,JET_0665,46.56324000,56.09613000,#Н/Д
920,JET_0700,46.51333000,56.24177000,#Н/Д
921,JET_0701,46.51690000,56.24654000,#Н/Д
922,JET_0702,46.52084000,56.25087000,702/5 доб.
923,JET_0703,46.52606000,56.25120000,G_703
924,JET_0704,46.53130000,56.25198000,#Н/Д
925,JET_0705,46.51874000,56.24254000,#Н/Д
926,JET_0706,46.53687000,56.25257000,706/28 доб.
927,JET_0707,46.52060000,56.24749000,G_707/5 доб
928,JET_0708,46.51660000,56.23476000,708/8
929,JET_0709,46.52718000,56.23622000,#Н/Д
930,JET_0710,46.52396000,56.24337000,710/5
931,JET_0711,46.53295000,56.23710000,#Н/Д
932,JET_0712,46.53777000,56.23805000,712/28 доб.
933,JET_0713,46.54328246,56.23869237,#Н/Д
934,JET_0714,46.54421000,56.21437000,#Н/Д
935,JET_0715,46.52585751,56.23959503,#Н/Д
936,JET_0716,46.53376000,56.23688000,716/28 доб.
937,JET_0717,46.53923000,56.20078000,717/12 доб.
938,JET_0718,46.55532000,56.20295000,#Н/Д
939,JET_0719,46.56479000,56.08479000,#Н/Д
940,JET_0720,46.53150000,56.24385974,720/28 доб.
941,JET_0723,46.53692000,56.25948000,#Н/Д
942,JET_0724,46.53400000,56.25922000,#Н/Д
943,JET_0725,46.53453000,56.24479000,G_725/28
944,JET_0726,46.53070000,56.25826000,#Н/Д
945,JET_0727,46.51106000,56.23381000,#Н/Д
946,JET_0728,46.53133000,56.23095100,728/1 доб
947,JET_0729,46.54036000,56.22415890,G_729/1
948,JET_0730,46.54008000,56.24554000,#Н/Д
949,JET_0732,46.51433000,56.22684000,#Н/Д
950,JET_0733,46.52071000,56.22690000,733/Асар
951,JET_0734,46.51982000,56.23276000,#Н/Д
952,JET_0735,46.54538000,56.24625000,#Н/Д
953,JET_0736,46.52638917,56.22873783,G_736/26
954,JET_0737,46.53629000,56.23092000,#Н/Д
955,JET_0738,46.54169000,56.23160000,738/1.
956,JET_0739,46.54726000,56.23246000,#Н/Д
957,JET_0740,46.51943000,56.22684000,#Н/Д
958,JET_0741,46.54969000,56.22415000,#Н/Д
959,JET_0742,46.54462000,56.22383000,#Н/Д
960,JET_0743,46.53375000,56.22183000,#Н/Д
961,JET_0744,46.52881000,56.22188000,G_744/26
962,JET_0745,46.52333561,56.22224020,G_745/26 доб.
963,JET_0746,46.51760000,56.21984000,#Н/Д
964,JET_0747,46.53337000,56.20185000,G_747/12
965,JET_0748,46.52046811,56.22138949,748/26 нагн.
966,JET_0749,46.51589000,56.21306000,G_749/17 доб.
967,JET_0750,46.51791000,56.18277000,#Н/Д
968,JET_0751,46.52105000,56.21355000,#Н/Д
969,JET_0752,46.52663000,56.21562000,#Н/Д
970,JET_0753,46.53212000,56.21567000,G_753/12
971,JET_0754,46.53612000,56.21632100,G_754/1
972,JET_0755,46.54021000,56.18607000,755/19
973,JET_0756,46.54185000,56.21706000,#Н/Д
974,JET_0757,46.54804000,56.21731000,#Н/Д
975,JET_0758,46.55393000,56.20850000,G_758/9 нагн.
976,JET_0759,46.55293000,56.21742000,#Н/Д
977,JET_0760,46.52077000,56.15457000,#Н/Д
978,JET_0761,46.54516000,56.20888000,761/12 доб
979,JET_0762,46.53966000,56.20915000,762/12 доб
980,JET_0763,46.53429000,56.20670000,763/12 нагн.
981,JET_0764,46.52975000,56.20719000,764/17
982,JET_0765,46.55884000,56.15859000,765/11 нагн.
983,JET_0766,46.51937000,56.20577000,G_766/17
984,JET_0767,46.51419000,56.20491000,#Н/Д
985,JET_0768,46.51684000,56.19770000,#Н/Д
986,JET_0769,46.52256000,56.19903000,G_769/17
987,JET_0770,46.53977000,56.12600000,#Н/Д
988,JET_0771,46.52779000,56.19995000,G_771/17
989,JET_0772,46.53388000,56.20008000,G_772/12
990,JET_0773,46.53809000,56.19882000,#Н/Д
991,JET_0774,46.54455000,56.20197000,G_774/9 доб.
992,JET_0775,46.56643000,56.08781000,775/28
993,JET_0776,46.52703000,56.27361000,#Н/Д
994,JET_0777,46.55013000,56.20306000,#Н/Д
995,JET_0778,46.55735000,56.19709000,G_778
996,JET_0779,46.54801000,56.19515000,#Н/Д
997,JET_0780,46.56000000,56.06959000,#Н/Д
998,JET_0781,46.54197000,56.19398000,#Н/Д
999,JET_0782,46.53605000,56.19200000,782/19
1000,JET_0783,46.53121000,56.19349000,783/17 доб.
1001,JET_0784,46.52603000,56.19243000,#Н/Д
1002,JET_0785,46.51471000,56.19000000,#Н/Д
1003,JET_0786,46.51335000,56.18546000,#Н/Д
1004,JET_0787,46.52457713,56.18553184,787/6.
1005,JET_0788,46.52924194,56.18528919,G_788/6
1006,JET_0789,46.53456000,56.18590000,G_789/19
1007,JET_0790,46.54499000,56.18738000,#Н/Д
1008,JET_0791,46.55023000,56.18774000,#Н/Д
1009,JET_0792,46.55511000,56.18874000,#Н/Д
1010,JET_0793,46.52198000,56.19345000,793/17 доб
1011,JET_0794,46.55326000,56.18056000,G_794/3 доб
1012,JET_0795,46.54800000,56.17993000,#Н/Д
1013,JET_0796,46.54251000,56.17923000,796/19
1014,JET_0797,46.53873682,56.18153210,797/3
1015,JET_0798,46.53190000,56.17758000,#Н/Д
1016,JET_0799,46.52659000,56.17662000,#Н/Д
1018,JET_0801,46.55067000,56.16033000,#Н/Д
1019,JET_0802,46.54967478,56.17642095,802/3
1020,JET_0803,46.51353000,56.16847000,#Н/Д
